Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Franchise,Console_Company
9072,White Knight Chronicles: Origins,PlayStation Portable,2011,Role-Playing,Sony Computer Entertainment,0,0.04,0.09,0.02,0.15,10s,Other,Sony
9324,Wild ARMs XF,PlayStation Portable,2007,Role-Playing,505 Games,0.07,0,0.06,0.01,0.14,00s,Other,Sony
2452,Winning Eleven: Pro Evolution Soccer 2007,PlayStation Portable,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,00s,James Bond,Sony
5795,WipEout Pulse,PlayStation Portable,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.31,00s,Other,Sony
2036,WipEout Pure,PlayStation Portable,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.23,1.03,00s,Other,Sony
7619,World Championship Cards,PlayStation Portable,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2,00s,Other,Sony
9411,World Championship Poker 2: Featuring Howard Lederer,PlayStation Portable,2005,Misc,505 Games,0.12,0,0,0.01,0.14,00s,Other,Sony
9173,World Championship Poker: Howard Lederer - All In,PlayStation Portable,2006,Misc,505 Games,0.13,0,0,0.01,0.14,00s,Other,Sony
7534,World Series of Poker,PlayStation Portable,2005,Misc,Activision,0.19,0,0,0.02,0.21,00s,Other,Sony
8794,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PlayStation Portable,2010,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,10s,Other,Sony
1697,World Soccer Winning Eleven 9 (JP & Others sales),PlayStation Portable,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0,1.2,00s,Other,Sony
1964,World Tour Soccer,PlayStation Portable,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07,00s,Other,Sony
2708,Worms: Open Warfare,PlayStation Portable,2006,Strategy,THQ,0.11,0.43,0,0.23,0.77,00s,Other,Sony
4468,Worms: Open Warfare 2,PlayStation Portable,2007,Strategy,THQ,0.04,0.26,0,0.14,0.44,00s,Other,Sony
8188,WWE All Stars,PlayStation Portable,2011,Fighting,THQ,0.12,0.04,0,0.03,0.18,10s,Other,Sony
1725,WWE SmackDown vs Raw 2008,PlayStation Portable,2007,Fighting,THQ,0.45,0.46,0,0.28,1.19,00s,Other,Sony
3095,WWE SmackDown vs. RAW 2007,PlayStation Portable,2006,Fighting,THQ,0.33,0.2,0,0.14,0.66,00s,James Bond,Sony
2773,WWE SmackDown vs. Raw 2009,PlayStation Portable,2008,Fighting,THQ,0.41,0.2,0,0.14,0.75,00s,Other,Sony
3347,WWE SmackDown vs. Raw 2010,PlayStation Portable,2009,Fighting,THQ,0.25,0.22,0,0.14,0.61,00s,Other,Sony
2964,WWE SmackDown vs. Raw 2011,PlayStation Portable,2010,Fighting,THQ,0.22,0.31,0,0.17,0.7,10s,Other,Sony
4918,WWE SmackDown! vs. RAW 2006,PlayStation Portable,2005,Fighting,THQ,0.36,0,0,0.03,0.4,00s,Other,Sony
6095,X-Men Legends II: Rise of Apocalypse,PlayStation Portable,2005,Role-Playing,Activision,0.25,0.01,0,0.02,0.29,00s,Other,Sony
7908,X-Men Origins: Wolverine,PlayStation Portable,2009,Action,Activision,0.13,0.03,0,0.03,0.19,00s,Other,Sony
7202,Ys Seven,PlayStation Portable,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.02,0.23,00s,Other,Sony
9057,Ys: The Oath in Felghana,PlayStation Portable,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,10s,Other,Sony
4552,Yu-Gi-Oh! 5D's Tag Force 4,PlayStation Portable,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,00s,Other,Sony
5477,Yu-Gi-Oh! 5D's Tag Force 5,PlayStation Portable,2010,Strategy,Konami Digital Entertainment,0.13,0.04,0.14,0.03,0.34,10s,Other,Sony
8651,Yu-Gi-Oh! 5D's Tag Force 6,PlayStation Portable,2011,Strategy,Konami Digital Entertainment,0,0,0.16,0,0.16,10s,Other,Sony
9752,Yu-Gi-Oh! GX: Tag Force,PlayStation Portable,2006,Strategy,Konami Digital Entertainment,0.09,0.02,0,0.02,0.13,00s,Other,Sony
4769,Yu-Gi-Oh! GX: Tag Force 2,PlayStation Portable,2007,Strategy,Konami Digital Entertainment,0.03,0.19,0.1,0.1,0.41,00s,Other,Sony
7278,Yu-Gi-Oh! GX: Tag Force 3,PlayStation Portable,2008,Strategy,Konami Digital Entertainment,0,0.03,0.18,0.01,0.22,00s,Other,Sony
8892,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PlayStation Portable,2010,Role-Playing,Nippon Ichi Software,0.08,0,0.06,0.01,0.15,10s,Other,Sony
7979,3rd Super Robot Wars Z Jigoku Hen,PlayStation Vita,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19,10s,Other,Sony
7707,3rd Super Robot Wars Z: Tengoku-Hen,PlayStation Vita,2015,Action,Namco Bandai Games,0,0,0.2,0,0.2,10s,Other,Sony
8779,Akiba's Trip: Undead & Undressed,PlayStation Vita,2013,Action,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.16,10s,Other,Sony
7126,Asphalt: Injection,PlayStation Vita,2011,Action,Ubisoft,0.14,0.06,0,0.04,0.23,10s,Other,Sony
1493,Assassin's Creed III: Liberation,PlayStation Vita,2012,Action,Ubisoft,0.53,0.5,0.06,0.25,1.33,10s,Assassin's Creed,Sony
9022,Attack on Titan (KOEI),PlayStation Vita,2016,Action,Tecmo Koei,0,0,0.15,0,0.15,10s,Other,Sony
4647,Batman: Arkham Origins Blackgate,PlayStation Vita,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,10s,Batman,Sony
3138,Borderlands 2,PlayStation Vita,2014,Shooter,Take-Two Interactive,0.33,0.16,0.01,0.16,0.66,10s,Borderlands,Sony
1213,Call of Duty Black Ops: Declassified,PlayStation Vita,2012,Action,Activision,0.74,0.47,0.07,0.29,1.56,10s,Call of Duty,Sony
8191,Conception II: Children of the Seven Stars,PlayStation Vita,2013,Role-Playing,Screenlife,0.11,0,0.04,0.04,0.18,10s,Other,Sony
7199,Corpse Party: Blood Drive,PlayStation Vita,2014,Adventure,Marvelous Interactive,0.11,0.01,0.06,0.04,0.23,10s,Other,Sony
8392,Danganronpa 2: Goodbye Despair,PlayStation Vita,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,10s,Other,Sony
6833,Danganronpa Another Episode: Ultra Despair Girls,PlayStation Vita,2014,Action,Nippon Ichi Software,0.08,0.01,0.12,0.03,0.25,10s,Other,Sony
5552,Danganronpa: Trigger Happy Havoc,PlayStation Vita,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,10s,Other,Sony
9570,Deception IV: Blood Ties,PlayStation Vita,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,10s,Other,Sony
8458,Demon Gaze,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.09,0.02,0.17,10s,Other,Sony
8958,Dengeki Bunko Fighting Climax,PlayStation Vita,2014,Fighting,Sega,0.05,0,0.08,0.02,0.15,10s,Other,Sony
8167,Digimon Story: Cyber Sleuth,PlayStation Vita,2015,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,10s,Other,Sony
8827,Disgaea 4: A Promise Unforgotten,PlayStation Vita,2014,Role-Playing,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15,10s,Other,Sony
5823,Dragon Quest Builders: Revive Alefgard,PlayStation Vita,2016,Role-Playing,Square Enix,0,0,0.31,0,0.31,10s,Dragon Quest,Sony
6797,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PlayStation Vita,2016,Action,Square Enix,0,0,0.25,0,0.25,10s,Dragon Quest,Sony
5304,Dragon's Crown,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.36,10s,Other,Sony
7557,Dungeon Hunter Alliance,PlayStation Vita,2012,Action,Ubisoft,0.08,0.09,0,0.03,0.21,10s,Other,Sony
9987,Dungeon Travelers 2: The Royal Library & The Monster Seal,PlayStation Vita,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.02,0.12,10s,Other,Sony
6893,Dynasty Warriors Next,PlayStation Vita,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,10s,Dynasty Warriors,Sony
9730,Dynasty Warriors: Gundam Reborn,PlayStation Vita,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,10s,Dynasty Warriors,Sony
9577,F1 2011,PlayStation Vita,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,10s,Other,Sony
9612,Fate/Extella: The Umbral Star,PlayStation Vita,2016,Action,PQube,0.02,0,0.1,0.01,0.13,10s,Other,Sony
4770,FIFA 14,PlayStation Vita,2013,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,10s,FIFA,Sony
3179,FIFA 15,PlayStation Vita,2014,Sports,Electronic Arts,0.09,0.37,0.06,0.13,0.65,10s,FIFA,Sony
3459,FIFA Soccer,PlayStation Vita,2012,Sports,Electronic Arts,0.16,0.33,0.02,0.08,0.59,10s,FIFA,Sony
4509,FIFA Soccer 13,PlayStation Vita,2012,Action,Electronic Arts,0,0.28,0.05,0.11,0.44,10s,FIFA,Sony
2569,Final Fantasy X / X-2 HD Remaster,PlayStation Vita,2013,Role-Playing,Square Enix,0.16,0.25,0.28,0.12,0.81,10s,Final Fantasy,Sony
3123,Freedom Wars,PlayStation Vita,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.66,10s,Other,Sony
4357,God Eater 2,PlayStation Vita,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45,10s,Other,Sony
4563,God Eater 2: Rage Burst,PlayStation Vita,2015,Role-Playing,Namco Bandai Games,0,0.05,0.38,0.01,0.43,10s,Other,Sony
7760,God Eater Resurrection,PlayStation Vita,2015,Action,Namco Bandai Games,0,0,0.2,0,0.2,10s,Other,Sony
7357,God of War Collection,PlayStation Vita,2014,Action,Sony Computer Entertainment,0.09,0.07,0.02,0.05,0.22,10s,Other,Sony
3655,Gravity Rush,PlayStation Vita,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,10s,Other,Sony
8782,Gundam Breaker 2,PlayStation Vita,2014,Action,Namco Bandai Games,0,0,0.16,0,0.16,10s,Other,Sony
9364,Gundam Breaker 3,PlayStation Vita,2016,Action,Namco Bandai Games,0,0,0.14,0,0.14,10s,Other,Sony
7082,Hatsune Miku: Project Diva f,PlayStation Vita,2012,Misc,Sega,0,0,0.23,0,0.23,10s,Other,Sony
5657,Hatsune Miku: Project Diva F 2nd,PlayStation Vita,2014,Misc,Sega,0.08,0.05,0.16,0.04,0.32,10s,Other,Sony
8631,Hatsune Miku: Project Diva X,PlayStation Vita,2016,Misc,Sega,0.04,0,0.11,0.01,0.16,10s,Other,Sony
3622,Hot Shots Golf: World Invitational,PlayStation Vita,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.26,0.05,0.56,10s,Other,Sony
8948,Hyperdevotion Noire: Goddess Black Heart,PlayStation Vita,2014,Role-Playing,Idea Factory,0.06,0.01,0.06,0.02,0.15,10s,Other,Sony
9478,Hyperdimension Neptunia,PlayStation Vita,2013,Role-Playing,Compile Heart,0.05,0,0.07,0.01,0.13,10s,Other,Sony
9681,Hyperdimension Neptunia U: Action Unleashed,PlayStation Vita,2014,Action,Idea Factory International,0.04,0.01,0.06,0.02,0.13,10s,Other,Sony
9529,Injustice: Gods Among Us,PlayStation Vita,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0,0,0.03,0.13,10s,Other,Sony
7518,J Stars Victory Vs.,PlayStation Vita,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.01,0.21,10s,Other,Sony
7494,Jikkyou Powerful Pro Baseball 2016,PlayStation Vita,2016,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21,10s,Other,Sony
9837,Jikkyou Powerful Pro Yakyuu 2014,PlayStation Vita,2014,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,10s,Other,Sony
7574,Kan Colle Kai,PlayStation Vita,2016,Action,Kadokawa Games,0,0,0.21,0,0.21,10s,Other,Sony
9809,Kidou Senshi Gundam Seed Battle Destiny,PlayStation Vita,2012,Action,Namco Bandai Games,0,0,0.12,0,0.12,10s,Other,Sony
2557,Killzone: Mercenary,PlayStation Vita,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.4,0.04,0.17,0.82,10s,Other,Sony
5539,LEGO Batman 2: DC Super Heroes,PlayStation Vita,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0,0.06,0.33,10s,LEGO,Sony
5872,Lego Batman 3: Beyond Gotham,PlayStation Vita,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0,0.07,0.31,10s,LEGO,Sony
8170,LEGO Harry Potter: Years 5-7,PlayStation Vita,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0,0.03,0.18,10s,LEGO,Sony
6481,LEGO Jurassic World,PlayStation Vita,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.16,0,0.06,0.27,10s,LEGO,Sony
9408,LEGO Legends of Chima: Laval's Journey,PlayStation Vita,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0,0.03,0.14,10s,LEGO,Sony
3913,LEGO Marvel Super Heroes,PlayStation Vita,2013,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0,0.12,0.52,10s,LEGO,Sony
7921,LEGO Marvel's Avengers,PlayStation Vita,2016,Action,Warner Bros. Interactive Entertainment,0.03,0.12,0,0.04,0.19,10s,LEGO,Sony
9089,LEGO Ninjago: Shadow of Ronin,PlayStation Vita,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.03,0.15,10s,LEGO,Sony
8454,Lego Star Wars: The Force Awakens,PlayStation Vita,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.1,0.02,0.03,0.17,10s,LEGO,Sony
8954,LEGO The Hobbit,PlayStation Vita,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.03,0.15,10s,LEGO,Sony
6197,LEGO The Lord of the Rings,PlayStation Vita,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.06,0.28,10s,LEGO,Sony
6001,Little Deviants,PlayStation Vita,2011,Platform,Sony Computer Entertainment,0.14,0.12,0,0.04,0.3,10s,Other,Sony
1599,LittleBigPlanet PS Vita,PlayStation Vita,2012,Platform,Sony Computer Entertainment,0.36,0.61,0.02,0.27,1.26,10s,Other,Sony
9926,Love Live! School Idol Paradise,PlayStation Vita,2014,Misc,Kadokawa Games,0,0,0.12,0,0.12,10s,Other,Sony
7200,Lumines: Electronic Symphony,PlayStation Vita,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,10s,Other,Sony
5970,Madden NFL 13,PlayStation Vita,2012,Sports,Electronic Arts,0.28,0,0,0.02,0.3,10s,Madden,Sony
9693,Makai Shin Trillion,PlayStation Vita,2014,Role-Playing,Idea Factory,0.04,0.01,0.07,0.01,0.13,10s,Other,Sony
9815,MegaTagmension Blanc + Neptune VS Zombies,PlayStation Vita,2015,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.12,10s,Other,Sony
4798,Metal Gear Solid HD Edition,PlayStation Vita,2012,Action,Konami Digital Entertainment,0.12,0.18,0.05,0.07,0.41,10s,Metal Gear Solid,Sony
704,Minecraft,PlayStation Vita,2014,Misc,Sony Computer Entertainment Europe,0.21,0.72,1.11,0.27,2.31,10s,Other,Sony
7960,MLB 12: The Show,PlayStation Vita,2012,Sports,Sony Computer Entertainment,0.17,0,0,0.02,0.19,10s,Other,Sony
9717,MLB 13: The Show,PlayStation Vita,2013,Sports,Sony Computer Entertainment,0.11,0,0,0.02,0.13,10s,Other,Sony
8205,Mobile Suit Gundam: Extreme VS Force,PlayStation Vita,2015,Action,Namco Bandai Games,0,0,0.18,0,0.18,10s,Other,Sony
6044,Modnation Racers: Road Trip,PlayStation Vita,2012,Racing,Sony Computer Entertainment,0.15,0.1,0,0.04,0.29,10s,Other,Sony
3135,Mortal Kombat,PlayStation Vita,2012,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0,0.1,0.66,10s,Other,Sony
7132,Muramasa: The Demon Blade,PlayStation Vita,2013,Role-Playing,Marvelous Entertainment,0.11,0,0.1,0.03,0.23,10s,Other,Sony
2075,Need for Speed: Most Wanted,PlayStation Vita,2012,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01,10s,Need for Speed,Sony
6967,Ninja Gaiden Sigma,PlayStation Vita,2012,Action,Tecmo Koei,0.11,0.05,0.04,0.03,0.24,10s,Other,Sony
7997,Odin Sphere: Leifthrasir,PlayStation Vita,2016,Role-Playing,Nippon Ichi Software,0.05,0.02,0.1,0.02,0.19,10s,Other,Sony
9831,One Piece: Pirate Warriors 2,PlayStation Vita,2013,Action,Namco Bandai Games,0,0,0.12,0,0.12,10s,Other,Sony
8248,One Piece: Pirate Warriors 3,PlayStation Vita,2015,Action,Namco Bandai Games,0,0.03,0.14,0.01,0.18,10s,Other,Sony
9236,One Piece: Unlimited World Red,PlayStation Vita,2014,Action,Namco Bandai Games,0.04,0.04,0.04,0.02,0.14,10s,Other,Sony
8880,Oreshika: Tainted Bloodlines,PlayStation Vita,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15,10s,Other,Sony
5242,Persona 4: Dancing All Night,PlayStation Vita,2015,Misc,Nippon Ichi Software,0.11,0.04,0.16,0.05,0.36,10s,Other,Sony
1784,Persona 4: Golden,PlayStation Vita,2012,Role-Playing,Atlus,0.37,0.24,0.39,0.16,1.16,10s,Other,Sony
7932,Phantasy Star Nova,PlayStation Vita,2014,Role-Playing,Sega,0,0,0.19,0,0.19,10s,Other,Sony
8542,Phantasy Star Online 2,PlayStation Vita,2013,Role-Playing,Sega,0,0,0.17,0,0.17,10s,Other,Sony
4349,PlayStation All-Stars Battle Royale,PlayStation Vita,2012,Action,Sony Computer Entertainment,0.21,0.14,0.01,0.09,0.45,10s,Other,Sony
9181,Pro Baseball Spirits 2015,PlayStation Vita,2015,Action,Konami Digital Entertainment,0,0,0.14,0,0.14,10s,Other,Sony
4882,Ragnarok Odyssey,PlayStation Vita,2012,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,10s,Other,Sony
9313,Rayman Legends,PlayStation Vita,2014,Platform,Ubisoft,0.01,0.1,0,0.03,0.14,10s,Other,Sony
3751,Rayman Origins,PlayStation Vita,2012,Platform,Ubisoft,0.12,0.33,0,0.09,0.54,10s,Other,Sony
9489,Resident Evil: Revelations 2,PlayStation Vita,2015,Action,Capcom,0,0.04,0.08,0.01,0.13,10s,Resident Evil,Sony
4810,Resistance: Burning Skies,PlayStation Vita,2012,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,10s,Other,Sony
8319,Ridge Racer,PlayStation Vita,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,10s,Other,Sony
9975,SD Gundam G Generation Genesis,PlayStation Vita,2016,Strategy,Namco Bandai Games,0,0,0.12,0,0.12,10s,Other,Sony
5779,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PlayStation Vita,2013,Fighting,Marvelous Entertainment,0.08,0.03,0.16,0.04,0.31,10s,Other,Sony
7391,Senran Kagura: Estival Versus,PlayStation Vita,2015,Action,Marvelous Interactive,0.06,0.03,0.1,0.03,0.22,10s,Other,Sony
9077,Shinobido 2: Tales of the Ninja,PlayStation Vita,2011,Action,Sony Computer Entertainment,0.05,0.05,0.02,0.02,0.15,10s,Tales of,Sony
7572,Silent Hill: Book of Memories,PlayStation Vita,2012,Action,Konami Digital Entertainment,0.11,0.05,0,0.04,0.21,10s,Other,Sony
6858,Sly Cooper: Thieves in Time,PlayStation Vita,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0,0.06,0.25,10s,Other,Sony
4776,Sonic & All-Stars Racing Transformed,PlayStation Vita,2012,Racing,Sega,0.09,0.23,0,0.09,0.41,10s,Sonic,Sony
3947,Soul Sacrifice,PlayStation Vita,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,10s,Other,Sony
7236,Soul Sacrifice Delta,PlayStation Vita,2014,Action,Sony Computer Entertainment,0,0.08,0.12,0.02,0.22,10s,Other,Sony
9353,Steins;Gate 0,PlayStation Vita,2015,Adventure,PQube,0,0.06,0.06,0.02,0.14,10s,Other,Sony
7992,Street Fighter X Tekken,PlayStation Vita,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,10s,Other,Sony
5920,Sword Art Online: Hollow Fragment,PlayStation Vita,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0,0.3,10s,Other,Sony
7059,Sword Art Online: Hollow Realization,PlayStation Vita,2016,Role-Playing,Namco Bandai Games,0,0.07,0.14,0.02,0.23,10s,Other,Sony
4861,Sword Art Online: Lost Song,PlayStation Vita,2015,Role-Playing,Namco Bandai Games,0.08,0.04,0.24,0.04,0.4,10s,Other,Sony
5096,Tales of Hearts,PlayStation Vita,2013,Role-Playing,Namco Bandai Games,0.11,0.12,0.09,0.07,0.38,10s,Tales of,Sony
3341,Tearaway,PlayStation Vita,2013,Adventure,Sony Computer Entertainment Europe,0.14,0.34,0,0.14,0.61,10s,Other,Sony
6771,The Legend of Heroes: Trails of Cold Steel,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.14,0.02,0.25,10s,Other,Sony
6871,The Legend of Heroes: Trails of Cold Steel II,PlayStation Vita,2014,Role-Playing,Nippon Ichi Software,0.05,0.04,0.13,0.03,0.24,10s,Other,Sony
6018,The LEGO Movie Videogame,PlayStation Vita,2014,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0,0.07,0.29,10s,LEGO,Sony
8932,The Walking Dead: Season One,PlayStation Vita,2013,Adventure,Square Enix,0.1,0,0.01,0.04,0.15,10s,Other,Sony
9729,The Walking Dead: Season Two,PlayStation Vita,2014,Adventure,Telltale Games,0.07,0.01,0.02,0.03,0.13,10s,Other,Sony
8620,Tokyo Xanadu,PlayStation Vita,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.16,0,0.16,10s,Other,Sony
9879,Touch My Katamari,PlayStation Vita,2011,Puzzle,Namco Bandai Games,0.07,0.03,0,0.02,0.12,10s,Other,Sony
9248,Toukiden 2,PlayStation Vita,2016,Action,Tecmo Koei,0.01,0,0.13,0,0.14,10s,Other,Sony
6898,Toukiden Kiwami,PlayStation Vita,2014,Action,Tecmo Koei,0.03,0.02,0.18,0.02,0.24,10s,Other,Sony
5357,Toukiden: The Age of Demons,PlayStation Vita,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,10s,Other,Sony
6055,Ultimate Marvel vs. Capcom 3,PlayStation Vita,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,10s,Marvel,Sony
1241,Uncharted: Golden Abyss,PlayStation Vita,2011,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.54,10s,Other,Sony
4029,Unit 13,PlayStation Vita,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,10s,Other,Sony
8154,Valhalla Knights 3,PlayStation Vita,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,10s,Other,Sony
8653,Valkyrie Drive: Bhikkhuni,PlayStation Vita,2015,Action,PQube,0,0.05,0.1,0.01,0.16,10s,Other,Sony
4665,Virtua Tennis 4: World Tour,PlayStation Vita,2011,Sports,Sega,0.04,0.28,0.01,0.09,0.42,10s,Other,Sony
5273,Wipeout 2048,PlayStation Vita,2012,Racing,Sony Computer Entertainment,0.13,0.18,0,0.05,0.36,10s,Other,Sony
5631,World of Final Fantasy,PlayStation Vita,2016,Role-Playing,Square Enix,0.08,0.1,0.09,0.05,0.32,10s,Final Fantasy,Sony
9380,Yomawari,PlayStation Vita,2015,Adventure,Nippon Ichi Software,0.03,0.02,0.07,0.02,0.14,10s,Other,Sony
6890,Ys: Memories of Celceta,PlayStation Vita,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,10s,Other,Sony
8926,All Japan Pro Wrestling featuring Virtua,Saturn,1997,Fighting,Sega,0,0,0.15,0,0.15,90s,Other,Sega
5931,Blazing Heroes,Saturn,1995,Role-Playing,Sega,0,0,0.3,0,0.3,90s,Other,Sega
4733,Cyber Troopers Virtual-On,Saturn,1995,Fighting,Sega,0,0,0.42,0,0.42,90s,Other,Sega
3680,Daytona USA,Saturn,1994,Racing,Sega,0,0,0.55,0,0.55,90s,Other,Sega
9369,Daytona USA Championship Circuit Edition,Saturn,1995,Racing,Sega,0,0,0.14,0,0.14,90s,Other,Sega
8115,Dead or Alive,Saturn,1997,Fighting,Tecmo Koei,0,0,0.18,0,0.18,90s,Other,Sega
5945,Decathlete,Saturn,1994,Sports,Sega,0,0,0.3,0,0.3,90s,Other,Sega
9316,Desire,Saturn,1997,Adventure,Imadio,0,0,0.14,0,0.14,90s,Other,Sega
9767,Detana TwinBee Yahho! Deluxe Pack,Saturn,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,90s,Other,Sega
9749,Doukyuusei 2,Saturn,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13,90s,Other,Sega
6677,Doukyuusei if,Saturn,1996,Role-Playing,NEC,0,0,0.26,0,0.26,90s,Other,Sega
9099,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Saturn,1995,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,90s,Dragon Ball,Sega
5978,Dragon Force,Saturn,1996,Strategy,Sega,0,0,0.3,0,0.3,90s,Other,Sega
4772,E0: Enemy Zero,Saturn,1996,Adventure,Sega,0,0,0.41,0,0.41,90s,Other,Sega
7423,EVE: burst error,Saturn,1997,Adventure,Imagineer,0,0,0.21,0,0.21,90s,Other,Sega
8740,Eve: The Lost One,Saturn,1998,Adventure,Imagineer,0,0,0.16,0,0.16,90s,Other,Sega
8224,F1 Challenge,Saturn,1994,Racing,Sega,0,0,0.18,0,0.18,90s,Other,Sega
3310,Fighters MEGAMiX,Saturn,1996,Fighting,Sega,0,0,0.62,0,0.62,90s,Other,Sega
4878,Fighting Vipers,Saturn,1995,Fighting,Sega,0,0,0.4,0,0.4,90s,Other,Sega
9817,Fire ProWrestling S: 6Men Scramble,Saturn,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12,90s,Other,Sega
6710,Galactic Attack,Saturn,1994,Shooter,Acclaim Entertainment,0,0,0.25,0,0.25,90s,Other,Sega
4657,Grandia,Saturn,1997,Role-Playing,ESP,0,0,0.42,0,0.42,90s,Other,Sega
6030,Guardian Heroes,Saturn,1995,Role-Playing,Sega,0,0,0.29,0,0.29,90s,Other,Sega
7925,GunGriffon,Saturn,1995,Simulation,Sega,0,0,0.19,0,0.19,90s,Other,Sega
9793,High Velocity: Mountain Racing Challenge,Saturn,1995,Racing,Atlus,0,0,0.12,0,0.12,90s,Other,Sega
5437,Iron Storm,Saturn,1995,Shooter,Sega,0,0,0.34,0,0.34,90s,Other,Sega
6634,J-League Pro Soccer Club wo Tsukurou!,Saturn,1996,Sports,Sega,0,0,0.26,0,0.26,90s,Other,Sega
4112,J-League Pro Soccer Club wo Tsukurou! 2,Saturn,1997,Sports,Sega,0,0,0.49,0,0.49,90s,Other,Sega
8966,J-League Victory Goal,Saturn,1995,Sports,Sega,0,0,0.15,0,0.15,90s,Other,Sega
